EVENT_ID,MUID,PUID1,CUID1,PUID2,CUID2,NOMATCH,GDCP_EVENT_TIME,TRACKING_TIME,X_EVENT,Y_EVENT,X_TRACKING,Y_TRACKING,SUBTYPE,FRAME_NUMBER,GDCP_EVENT_ID,NORECEIVER,XRec,YRec,RECFRM,EVALUATION,Goingright,PRESSURE,PRESSER,PRESSURE_RECEIVER,PRESSER_REC,Bypassed_Players,Bypassed_Defenders,xG,PENALTY,AssistTyp,DISTANCE,ANGLE,FREEKICK,FOOT,SPEED,PRESSURE_ON_SHOT,DEFENDERS,DISTANCE_GOALKEEPER,GK_INGOAL,Rotation,xPass,PossSpeed,PossAng,Dis_nearest_opp_rec,Dist_of_pass,Nearest_Defender_to_passing_lane,Angle_of_pass,OneTouch,Time_of_Possesion,BlockProb,Opp_Players_in_path,MIN_AVG_SPEED,MIN_VAR_SPEED,MIN_AVG_OWN_EVENT_SPEED,MIN_AVG_GOAL_DIST,MIN_VAR_GOAL_DIST,MIN_START_GOAL_DIST,MIN_BYPASSED_PLAYERS,MIN_BYPASSED_DEFENDERS,MIN_OWN_NONRECEIVED,MIN_ENEMY_NONRECEIVED,MIN_OWN_PRESSURE,MIN_ENEMY_PRESSURE,HFMIN_AVG_SPEED,HFMIN_VAR_SPEED,HFMIN_AVG_OWN_EVENT_SPEED,HFMIN_AVG_GOAL_DIST,HFMIN_VAR_GOAL_DIST,HFMIN_START_GOAL_DIST,HFMIN_BYPASSED_PLAYERS,HFMIN_BYPASSED_DEFENDERS,HFMIN_OWN_NONRECEIVED,HFMIN_ENEMY_NONRECEIVED,HFMIN_OWN_PRESSURE,HFMIN_ENEMY_PRESSURE,SEC_AVG_SPEED,SEC_VAR_SPEED,SEC_AVG_OWN_EVENT_SPEED,SEC_AVG_GOAL_DIST,SEC_VAR_GOAL_DIST,SEC_START_GOAL_DIST,SEC_BYPASSED_PLAYERS,SEC_BYPASSED_DEFENDERS,SEC_OWN_NONRECEIVED,SEC_ENEMY_NONRECEIVED,SEC_OWN_PRESSURE,SEC_ENEMY_PRESSURE,X_NEW,Y_NEW,GOALLINE_DISTANCE,GOAL_DISTANCE,Y_SIDE,X_DELTA,Y_CHANGE,GOAL_DIST_DELTA,Y_DELTA,XY_DELTA,TIME_DELTA,EVENT_SPEED,ReceiveInt
1.82065E+13,101,799,18,807,18,0,02:42.9,02:42.1,-47.6,11.4,47.3,3.4,Pass,141978,1.82065E+13,FALSE,-35.75,-25.41,142024,successfullyComplete,TRUE,0.178,248,0.348,255,2,0,,,,,,,,,,,,,,0.988,0.78,7.14,15.66,36.57,3.68,109.46,0,1.4,0,1,5.072,66.468,11.133,11.228,183.488,26.833,2,0,0,2,0.059,0.378,16.28,415.296,16.28,3.425,1.681,2.508,2,0,0,0,0.089,0,16.28,415.296,16.28,3.425,1.681,2.508,2,0,0,0,0.089,0,97.3,3.4,2.7,4.342,1,0.2,0,1.834,3.2,3.206,1.87,1.715,0
1.82065E+13,101,807,18,243,6,0,02:44.6,02:44.0,-42.2,-15.1,35.3,-26.2,Pass,142026,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.409,255,0,,0,0,,,,,,,,,,,,,,0.319,0,0,5.35,58.12,2.36,128.24,1,0.16,0,6,4.831,61.689,8.832,15.931,210.823,26.833,2,0,1,2,0.147,0.378,11.497,276.289,11.497,12.297,237.001,2.508,2,0,1,0,0.196,0,11.497,276.289,11.497,12.297,237.001,2.508,2,0,1,0,0.196,0,85.3,26.2,14.7,30.042,0,12,1,25.7,29.6,31.94,1.93,16.549,1
1.82065E+13,101,243,6,,,0,02:46.5,02:45.0,-21.6,-20.1,-16.9,-16.5,OtherBallAction,142051,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.557,57.991,2.847,60.746,334.289,28.282,5,0,2,1,0.34,0.147,8.872,211.738,1,68.905,0,68.905,0,0,0,1,0,0.196,8.872,211.738,1,68.905,0,68.905,0,0,0,1,0,0.196,33.1,16.5,66.9,68.905,0,18.4,0,-1.053,9.7,20.8,1,20.8,0
1.82065E+13,101,248,6,799,18,0,02:47.0,02:47.1,-38.5,-1.9,-37.5,-6.4,Air,142105,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.434,58.385,2.675,66.691,258.84,37.407,5,0,2,1,0.34,0.147,7.528,167.842,1.575,78.319,177.266,68.905,0,0,0,1,0,0.196,7.528,167.842,1.575,78.319,177.266,68.905,0,0,0,1,0,0.196,12.5,6.4,87.5,87.734,0,20.6,0,18.829,10.1,22.943,2.15,10.671,0
1.82065E+13,101,248,6,807,18,0,02:48.3,02:47.2,-14.5,-20.2,-37.5,-6.4,Pass,142107,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.862,799,0,,0,0,,,,,,,,,,,,,,0.382,0,0,4.6,17.09,2.42,64,1,0.12,0,4,4.145,55.472,2.44,68.604,273.21,37.407,5,0,3,1,0.388,0.147,6.288,143.494,1.08,81.457,118.177,68.905,0,0,1,1,0.287,0.196,6.288,143.494,1.08,81.457,118.177,68.905,0,0,1,1,0.287,0.196,12.5,6.4,87.5,87.734,0,0,0,0,0,0,0.09,0,1
1.82065E+13,101,807,18,243,6,0,02:51.2,02:49.7,-38.7,-17.2,41.4,-17.6,Pass,142169,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.602,255,0,,0,0,,,,,,,,,,,,,,0.181,0,10.71,1.12,32.91,0.75,166.88,0,0.6,0,5,4.041,51.947,7.562,16.663,160.793,26.833,2,0,2,3,0.238,0.388,5.744,121.65,9.242,14.12,171.292,2.508,2,0,2,1,0.297,0.287,5.744,121.65,9.242,14.12,171.292,2.508,2,0,2,1,0.297,0.287,91.4,17.6,8.6,19.589,0,3.9,0,7.323,11.2,11.86,2.48,4.782,1
1.82065E+13,101,243,6,809,18,0,02:52.0,02:51.6,-20.3,-18.3,-21.4,-20.1,Air,142217,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.867,52.191,2.188,71.947,166.695,45.425,3,0,3,2,0.388,0.238,5.265,106.109,1.287,79.637,92.042,68.905,0,0,1,2,0.216,0.297,1.633,0.665,1.287,79.637,92.042,68.905,0,0,1,2,0.216,0.396,28.6,20.1,71.4,74.175,0,20,0,-6.236,2.5,20.156,1.91,10.553,0
1.82065E+13,101,243,6,,,0,02:52.3,02:51.7,-20.1,-21.3,-21.3,-20.3,OtherBallAction,142219,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.645,49.768,2.013,72.129,151.939,45.425,3,0,3,2,0.356,0.238,4.69,95.821,1.048,78.536,75.089,68.905,0,0,1,2,0.172,0.297,1.44,0.867,1.048,78.536,75.089,68.905,0,0,1,2,0.172,0.396,28.7,20.3,71.3,74.134,0,0.1,0,-0.042,0.2,0.224,0.09,2.485,0
1.82065E+13,101,810,18,270,6,0,02:52.9,02:53.5,-16.7,-7.8,15.4,-16.6,Air,142265,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.558,49.96,6.607,20.282,207.212,26.833,2,0,2,3,0.198,0.388,4.404,85.992,7.76,18.971,246.139,2.508,2,0,2,1,0.238,0.172,1.435,0.862,2.08,29.336,88.615,30.042,0,0,2,1,0.337,0.172,65.4,16.6,34.6,38.376,0,5.9,0,12.51,3.7,6.964,1.83,3.806,0
1.82065E+13,101,810,18,813,18,0,02:54.6,02:53.6,-16.6,-17.8,15.5,-16.6,Pass,142266,1.82065E+13,FALSE,-5.61,5.49,142362,successfullyComplete,TRUE,1.198,270,0.861,258,0,0,,,,,,,,,,,,,,0.489,0.16,0,5.35,7.97,1.19,38.78,1,0,0,2,3.362,47.708,5.669,22.854,218.985,26.833,2,0,2,3,0.341,0.388,4.007,79.125,6.473,22.19,259.087,2.508,2,0,2,1,0.398,0.172,1.28,0.971,1.57,31.573,79.103,30.042,0,0,2,1,0.552,0.172,65.5,16.6,34.5,38.286,0,0.1,0,-0.09,0,0.1,0.04,2.5,0
1.82065E+13,101,813,18,,,0,02:56.2,02:57.9,-10.3,1.4,5.1,7.8,OtherBallAction,142373,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.535,50.551,5.496,25.693,252.219,26.833,2,0,2,2,0.298,0.296,4.031,71.938,6.161,25.531,294.008,2.508,2,0,2,1,0.341,0.172,1.773,2.539,2.16,35.456,123.549,19.589,0,0,1,0,0.45,0,55.1,7.8,44.9,45.572,1,10.4,1,7.287,24.4,26.524,4.29,6.183,0
1.82065E+13,101,258,6,248,6,0,03:00.5,03:01.4,-14.9,16.9,-16.5,14.9,Pass,142460,1.82065E+13,FALSE,-28.72,22.08,142543,successfullyComplete,FALSE,0.403,797,0.184,797,0,0,,,,,,,,,,,,,,0.974,1.09,35.71,4.63,12.06,4.62,128.2,0,1.68,0,2,3.833,53.039,2.022,76.205,89.914,64.602,0,0,2,2,0.335,0.341,3.988,65.967,1.453,76.805,78.054,68.905,0,0,1,2,0.211,0.341,1.94,2.988,1.827,72.153,12.023,74.175,0,0,0,0,0.134,0.399,33.5,14.9,66.5,68.149,1,11.4,0,13.721,7.1,13.43,3.48,3.859,0
1.82065E+13,101,258,6,813,18,0,02:58.4,02:57.7,-6.7,7.1,-4.9,6.7,Ground,142370,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.09,45.201,1.485,72.907,112.541,71.234,0,0,3,2,0.333,0.298,3.446,65.016,0.73,73.734,131.066,68.905,0,0,1,2,0.181,0.341,1.314,6.128,0.468,67.941,78.955,74.175,0,0,0,1,0.101,0.45,45.1,6.7,54.9,55.307,1,11.6,0,-12.841,8.2,14.206,-3.61,-3.935,0
1.82065E+13,101,248,6,255,6,0,03:07.1,03:07.0,-29.1,26,-29.5,23.6,Cross,142600,1.82065E+13,FALSE,-46.82,-12.51,142655,successfullyComplete,FALSE,0.646,797,0.076,807,4,2,,,,,,,,,,,,,towardsGoal,,,,,,,,,,,,3.836,58.415,2.027,76.469,130.184,89.157,4,2,2,2,0.275,0.341,3.83,62.587,1.79,74.883,122.911,68.905,4,2,1,2,0.239,0.341,3.343,27.894,3.027,68.795,191.052,68.149,4,2,0,0,0.35,0,20.5,23.6,79.5,82.929,1,24.6,0,27.622,16.9,29.846,9.21,3.241,0
1.82065E+13,101,255,6,816,18,0,03:10.2,03:09.2,-49.6,-11.3,-46.5,-12.8,Pass,142657,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.084,807,0,,0,0,,,,,,,,,,,,,,0.45,0.31,0,1.02,11.03,1.14,71.66,1,0.16,0,2,3.744,54.907,2.052,78.557,159.3,89.157,4,2,3,2,0.256,0.341,3.733,58.565,1.844,77.379,163.607,68.905,4,2,2,2,0.222,0.341,4.99,13.716,4.99,82.808,213.119,68.149,4,2,1,0,0.378,0,3.5,12.8,96.5,97.345,0,17,1,14.416,36.4,40.174,2.28,17.62,1
1.82065E+13,101,816,18,,,0,03:11.1,03:10.1,-42.6,-6.5,41.4,-2.3,OtherBallAction,142679,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.565,55.387,5.5,23.452,286.57,2.508,2,0,2,2,0.298,0.222,3.565,55.387,5.5,23.452,286.57,2.508,2,0,2,2,0.298,0.222,3.96,13.388,0.87,8.902,0,8.902,0,0,0,1,0,0.378,91.4,2.3,8.6,8.902,0,5.1,0,6.247,10.5,11.673,0.87,13.417,0
1.82065E+13,101,243,6,270,6,0,03:17.7,03:16.8,-24.4,-34,-24.6,-34.1,Pass,142847,1.82065E+13,FALSE,-10.46,-28.03,142888,successfullyComplete,FALSE,0,,0,,0,0,,,,,,,,,,,,,,0,1.56,39.29,16.44,17.34,16.31,28.52,0,0.04,0,0,3.741,52.685,2.333,77.844,147.587,68.905,4,2,2,2,0.2,0.298,2.274,9.615,2.481,78.837,154.937,87.734,4,2,2,1,0.222,0.36,4.772,14.988,6.073,87.433,73.897,82.929,4,2,1,0,0.243,0,25.4,34.1,74.6,82.024,0,16.8,0,-9.074,31.8,35.965,6.73,5.344,0
1.82065E+13,101,270,6,244,6,0,03:20.7,03:20.3,-6.7,-24.7,-6,-25.6,Pass,142934,1.82065E+13,FALSE,-3.3,-9.94,142959,successfullyComplete,FALSE,0.025,810,0,,0,0,,,,,,,,,,,,,,0.997,1.24,42.86,14.13,16.68,6.53,79.92,0,2,0,1,3.727,49.762,2.437,76.365,156.891,68.905,4,2,2,2,0.184,0.298,2.55,10.973,2.946,74.455,175.081,74.175,4,2,1,0,0.145,0.3,5.105,5.281,5.105,71.799,209.105,82.024,0,0,0,0,0.012,0,44,25.6,56,61.574,0,18.6,0,-20.45,8.5,20.45,3.48,5.876,0
1.82065E+13,101,244,6,258,6,0,03:22.3,03:22.6,-1.6,-6.8,-3.7,-6.9,Pass,142992,1.82065E+13,FALSE,-13.01,-7.55,143011,successfullyComplete,FALSE,0,,0.3,811,2,0,,,,,,,,,,,,,,0.996,1.24,42.86,6.95,11.28,6.49,176.19,0,1.4,0,2,3.656,47.243,2.427,74.513,183.784,68.905,6,2,2,2,0.168,0.298,2.81,11.356,3.411,71.639,263.749,68.149,6,2,1,0,0.165,0.3,4.173,5.245,4.173,65.913,208.483,82.024,2,0,0,0,0.008,0,46.3,6.9,53.7,54.141,0,2.3,0,-7.433,18.7,18.841,2.31,8.156,0
1.82065E+13,101,258,6,244,6,0,03:23.5,03:23.5,-13.9,-5.5,-14.1,-7.5,Pass,143015,1.82065E+13,FALSE,-5.52,-1.36,143043,successfullyComplete,FALSE,0.394,811,0,,0,0,,,,,,,,,,,,,,0.988,1.24,50,9.8,10.56,4.31,17.82,1,0.24,0,2,3.526,45.238,2.311,73.745,176.123,68.905,6,2,2,2,0.186,0.298,2.727,11.61,3.1,70.751,232.374,68.149,6,2,1,0,0.194,0.399,3.36,6.142,3.36,65.569,139.462,82.024,2,0,0,0,0.105,0,35.9,7.5,64.1,64.537,0,10.4,0,10.396,0.6,10.417,0.92,11.323,0
1.82065E+13,101,244,6,257,6,0,03:25.0,03:25.6,-2.2,2,-5,0.3,Pass,143067,1.82065E+13,FALSE,-16.76,25.37,143161,successfullyComplete,FALSE,0.13,810,0.64,802,1,0,,,,,,,,,,,,,,0.974,0.62,32.14,12.52,17.72,5.59,95.6,0,1.08,0,1,3.46,43.179,2.294,72.406,187.672,68.905,7,2,2,2,0.182,0.298,2.913,10.891,2.987,69.001,230.891,68.149,7,2,1,0,0.187,0,3.104,4.935,3.104,63.456,126.935,82.024,3,0,0,0,0.11,0,45,0.3,55,55.001,1,9.1,1,-9.536,7.8,11.985,2.08,5.762,0
1.82065E+13,101,257,6,244,6,0,03:33.6,03:33.9,-5.3,21.2,-7,22.5,Pass,143273,1.82065E+13,FALSE,2.82,12.9,143301,successfullyComplete,FALSE,0.659,802,0,,0,0,,,,,,,,,,,,,,0.996,1.24,53.57,11.51,12.23,8.23,41.22,0,6.96,0,1,3.668,42.213,2.691,71.665,182.519,68.905,7,2,2,2,0.214,0.298,4.014,10.214,4.408,69.854,244.667,82.929,7,2,1,0,0.242,0,5.165,19.034,5.165,58.14,19.715,55.001,1,0,0,0,0.394,0,43,22.5,57,61.28,1,2,0,6.279,22.2,22.29,8.25,2.702,0
1.82065E+13,101,244,6,,,0,03:37.2,03:37.7,-0.7,12.7,-0.5,10.7,Pass,143368,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.198,810,0,,0,0,,,,,,,,,,,,,,0.865,1.09,21.43,2.68,22,1.67,154.65,0,2.96,0,5,3.673,40.379,2.76,70.412,195.46,68.905,7,2,3,2,0.213,0.298,3.412,6.438,3.73,65.941,250.233,97.345,3,0,2,0,0.186,0,6.02,9.946,6.02,56.451,46.648,61.28,0,0,1,0,0.428,0,49.5,10.7,50.5,51.621,1,6.5,0,-9.659,11.8,13.472,3.79,3.555,1
1.82065E+13,101,799,18,271,6,0,03:43.8,03:38.5,-17.7,2,17.5,2.7,Ground,143390,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.562,39.008,4.987,24.47,260.072,2.508,2,0,2,3,0.265,0.213,3.159,6.364,0.875,20.757,281.075,8.902,0,0,0,2,0,0.186,4.307,13.779,0.88,32.612,0,32.612,0,0,0,1,0,0.428,67.5,2.7,32.5,32.612,1,17,0,-15.767,8,18.788,0.88,21.35,0
1.82065E+13,101,271,6,799,18,0,03:44.0,03:38.6,,,-16.9,1.8,Foul,143391,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.426,37.925,2.6,70.207,183.959,68.905,7,2,3,2,0.2,0.265,2.875,6.612,3.32,66.05,219.062,97.345,3,0,2,0,0.166,0,3.24,13.737,4.027,59.942,59.889,61.28,0,0,1,0,0.286,0,33.1,1.8,66.9,66.924,1,0.6,0,-0.464,0.9,1.082,0.04,27.042,0
1.82065E+13,101,799,18,813,18,0,04:13.0,04:12.9,-11.7,5.7,13.1,2.3,Pass,144248,1.82065E+13,FALSE,-1.24,6.76,144268,successfullyComplete,TRUE,0,,0.042,258,3,0,,,,,,,,,,,,,,0.976,1.09,28.57,6.73,14.32,4.4,168.15,0,0.04,0,2,6.277,103.657,17.585,34.792,9.503,32.612,3,0,0,1,0,0.176,34.29,0,34.29,36.972,0,36.972,3,0,0,0,0,0,34.29,0,34.29,36.972,0,36.972,3,0,0,0,0,0,63.1,2.3,36.9,36.972,1,3.8,0,3.896,0.5,3.833,34.29,0.112,0
1.82065E+13,101,813,18,816,18,0,04:15.2,04:13.7,-0.7,7.3,0.5,6.4,Pass,144270,1.82065E+13,FALSE,-7.86,25.39,144316,successfullyComplete,TRUE,0.092,258,0,,0,0,,,,,,,,,,,,,,0.996,1.24,53.57,19.48,22.62,3.63,65.28,1,0.16,0,2,5.785,95.949,12.013,39.832,80.959,32.612,3,0,0,1,0.031,0.176,17.58,558.448,17.58,43.442,83.727,36.972,3,0,0,0,0.046,0,17.58,558.448,17.58,43.442,83.727,36.972,3,0,0,0,0.046,0,50.5,6.4,49.5,49.912,1,12.6,0,12.94,4.1,13.25,0.87,15.23,0
1.82065E+13,101,816,18,813,18,0,04:20.2,04:21.3,8.2,32.5,-10.2,32,Pass,144458,1.82065E+13,FALSE,7.95,27.77,144477,successfullyComplete,TRUE,0.531,248,0.267,248,0,0,,,,,,,,,,,,,,0.994,1.09,53.57,5.11,7.46,2.15,57.1,0,5.92,0,1,6.095,106.148,10.89,46.918,254.828,32.612,3,0,0,1,0.156,0.23,14.227,312.959,14.227,51.687,245.799,36.972,3,0,0,0,0.208,0,14.227,312.959,14.227,51.687,245.799,36.972,3,0,0,0,0.208,0,39.8,32,60.2,68.177,1,10.7,0,18.265,25.6,27.746,7.52,3.69,0
1.82065E+13,101,813,18,802,18,0,04:21.5,04:22.2,8.6,27,-7.3,27.2,Pass,144481,1.82065E+13,FALSE,13.87,31.37,144527,successfullyComplete,TRUE,0.41,248,0.541,258,1,0,,,,,,,,,,,,,,0.852,1.24,32.14,3.71,10.7,1.68,173.45,1,0.2,0,2,5.625,97.958,8.898,50.22,245.638,32.612,4,0,0,1,0.207,0.23,10.902,252.839,10.902,54.622,198.331,36.972,4,0,0,0,0.258,0,10.902,252.839,10.902,54.622,198.331,36.972,4,0,0,0,0.258,0,42.7,27.2,57.3,63.428,1,2.9,0,-4.748,4.8,5.608,0.93,6.03,0
1.82065E+13,101,802,18,799,18,0,04:26.6,04:26.8,1.9,32.6,-1.2,31.2,Pass,144597,1.82065E+13,FALSE,-15.25,12.17,144639,successfullyComplete,TRUE,0.69,258,0.113,252,0,0,,,,,,,,,,,,,,0.95,0.93,35.71,8.67,19.83,2.62,47.25,0,4.04,0,2,6.801,115.302,8.188,51.843,212.312,32.612,4,0,0,1,0.287,0.286,9.65,197.473,9.65,55.689,154.441,36.972,4,0,0,0,0.345,0,4.363,10.914,4.363,63.854,17.025,68.177,1,0,0,0,0.544,0,48.8,31.2,51.2,59.957,1,6.1,0,-3.471,4,7.295,4.64,1.572,0
1.82065E+13,101,799,18,805,18,0,04:29.4,04:30.2,-19.4,10.7,19.4,3.8,Pass,144682,1.82065E+13,FALSE,-11.39,-20.42,144752,successfullyComplete,TRUE,0.223,252,0.266,255,0,0,,,,,,,,,,,,,,0.999,1.09,42.86,19.16,19.55,5.09,101.36,0,2.08,0,1,6.461,103.647,7.504,48.842,239.974,32.612,4,0,0,1,0.278,0.286,8.608,164.489,8.608,51.547,226.507,36.972,4,0,0,0,0.324,0,4.122,7.508,4.122,55.599,283.913,68.177,1,0,0,0,0.464,0,69.4,3.8,30.6,30.835,1,20.6,0,-29.122,27.4,34.28,3.4,10.082,0
1.82065E+13,101,805,18,807,18,0,04:36.0,04:36.5,6.6,-13.4,-5.7,-14.9,Pass,144839,1.82065E+13,FALSE,18.16,-32.13,144865,successfullyComplete,TRUE,0.183,271,0,,0,0,,,,,,,,,,,,,,0.971,1.24,25,10.58,20.04,4.72,118.46,0,4.64,0,3,6.263,103.252,7.35,49.944,215.409,32.612,4,0,0,1,0.266,0.099,8.274,137.855,8.274,52.42,194.092,36.972,4,0,0,0,0.304,0,4.77,2.072,4.77,49.484,262.148,59.957,0,0,0,0,0.365,0,44.3,14.9,55.7,57.658,0,25.1,1,26.823,18.7,31.3,6.27,4.992,0
1.82065E+13,101,805,18,255,6,0,04:32.3,04:33.3,-10.7,-13.5,10.7,-20.1,Ground,144759,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.641,92.539,6.179,49.299,192.223,32.612,4,0,0,1,0.237,0.286,6.841,134.59,6.841,51.385,174.931,36.972,4,0,0,0,0.266,0,2.78,17.222,2.78,48.148,181.899,59.957,0,0,0,0,0.274,0,60.7,20.1,39.3,44.142,0,16.4,0,-13.517,5.2,17.205,-3.19,-5.393,0
1.82065E+13,101,807,18,,,0,04:37.8,04:37.5,20.3,-30.6,-18,-32.6,OtherBallAction,144865,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.306,91.979,5.984,51.91,239.046,32.612,4,0,0,1,0.213,0.099,6.551,118.524,6.551,54.055,217.2,36.972,4,0,0,0,0.237,0,2.678,16.755,2.678,52.011,363.26,30.835,0,0,0,0,0.102,0,32,32.6,68,75.411,0,28.7,0,31.269,12.5,31.304,4.23,7.4,0
1.82065E+13,101,270,6,255,6,0,04:39.7,04:41.1,24.2,-24.5,18.5,-30.6,Pass,144953,1.82065E+13,FALSE,7.43,-31.04,144992,successfullyComplete,FALSE,0.452,807,0,,1,0,,,,,,,,,,,,,,0.78,0,0,3.68,6.87,0.28,164.55,0,0.88,0,1,6.248,106.274,3.52,43.916,0,43.916,1,0,0,0,0.452,0.237,6.248,106.274,3.52,43.916,0,43.916,1,0,0,0,0.452,0.237,2.708,16.817,3.52,43.916,0,43.916,1,0,0,0,0.452,0.061,68.5,30.6,31.5,43.916,0,0.5,0,19.327,2,2.062,3.52,0.586,0
1.82065E+13,101,255,6,270,6,0,04:40.9,04:39.7,15.8,-23.1,16.4,-26.1,Pass,144920,1.82065E+13,FALSE,18.53,-30.23,144941,successfullyComplete,FALSE,0.032,807,0.396,807,0,0,,,,,,,,,,,,,,0.986,1.24,53.57,4.12,5.09,2.33,22.53,1,0.24,0,1,5.56,100.853,1.1,43.231,0.938,43.916,1,0,0,0,0.242,0.237,5.56,100.853,1.1,43.231,0.938,43.916,1,0,0,0,0.242,0.237,2.152,13.059,1.1,43.231,0.938,43.916,1,0,0,0,0.242,0.102,66.4,26.1,33.6,42.546,0,2.1,0,-1.37,4.5,4.966,-1.32,-3.762,0
1.82065E+13,101,270,6,271,6,0,04:41.8,04:41.1,19.4,-30.4,18.5,-30.6,Pass,144953,1.82065E+13,FALSE,11.9,-24.47,144975,successfullyComplete,FALSE,0.452,807,0,,1,0,,,,,,,,,,,,,,0.998,1.4,50,8.24,10.12,2.32,123.31,0,0.88,0,1,5.207,93.183,1.173,43.459,0.625,43.916,2,0,0,0,0.312,0.237,5.207,93.183,1.173,43.459,0.625,43.916,2,0,0,0,0.312,0.237,1.805,12.742,1.173,43.459,0.625,43.916,2,0,0,0,0.312,0.061,68.5,30.6,31.5,43.916,0,2.1,0,1.37,4.5,4.966,1.32,3.762,0
1.82065E+13,101,271,6,255,6,0,04:42.9,04:42.0,14,-20,11.9,-23.8,Pass,144975,1.82065E+13,FALSE,7.43,-31.04,144992,successfullyComplete,FALSE,0,,0,,0,0,,,,,,,,,,,,,,0.982,1.09,46.43,5.89,8.11,4.84,112.55,1,0.2,0,2,4.875,86.851,1.102,43.825,0.952,43.916,2,0,0,0,0.234,0.237,4.875,86.851,1.102,43.825,0.952,43.916,2,0,0,0,0.234,0.237,1.674,10.738,1.102,43.825,0.952,43.916,2,0,0,0,0.234,0.061,61.9,23.8,38.1,44.923,0,6.6,0,1.007,6.8,9.476,0.89,10.648,0
1.82065E+13,101,255,6,271,6,0,04:43.9,04:42.8,8.1,-29.8,7,-32.3,Pass,144996,1.82065E+13,FALSE,6.94,-24.86,145010,successfullyComplete,FALSE,0,,0.083,807,0,0,,,,,,,,,,,,,,0.863,0.78,32.14,3.79,7.59,2.33,68.27,1,0.24,0,2,4.586,81.339,1.048,45.816,20.534,43.916,2,0,0,0,0.187,0.237,4.586,81.339,1.048,45.816,20.534,43.916,2,0,0,0,0.187,0.237,1.569,9.293,1.048,45.816,20.534,43.916,2,0,0,0,0.187,0.061,57,32.3,43,53.78,0,4.9,0,8.857,8.5,9.811,0.83,11.821,0
1.82065E+13,101,271,6,,,0,04:44.3,04:43.4,-5.8,-20.4,6.9,-24.7,OtherBallAction,145011,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.321,76.582,0.975,46.459,18.91,43.916,2,0,0,0,0.156,0.237,2.18,8.449,0.975,46.459,18.91,43.916,2,0,0,0,0.156,0.266,2.044,5.931,0.975,46.459,18.91,43.916,2,0,0,0,0.156,0.092,56.9,24.7,43.1,49.676,0,0.1,0,-4.104,7.6,7.601,0.61,12.46,0
1.82065E+13,101,271,6,805,18,0,04:45.6,04:45.0,-4.4,-17.8,-3.4,-22.7,Ground,145051,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.151,71.94,1.064,48.112,34.866,43.916,2,0,0,0,0.134,0.237,2.232,8.34,1.064,48.112,34.866,43.916,2,0,0,0,0.134,0.291,1.994,5.212,1.064,48.112,34.866,43.916,2,0,0,0,0.134,0.092,46.6,22.7,53.4,58.025,0,10.3,0,8.349,2,10.492,1.6,6.558,0
1.82065E+13,101,805,18,271,6,0,04:46.0,04:45.1,,,4.2,-22.6,Foul,145054,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.913,68.404,5.907,53.756,193.956,36.972,4,0,0,0,0.213,0.134,2.091,8.045,2.989,56.335,199.415,68.177,1,0,0,0,0.255,0.134,1.806,4.988,3.537,61.381,158.476,57.658,0,0,0,0,0.061,0.134,54.2,22.6,45.8,51.072,0,0.8,0,9.097,0.1,0.806,0.11,7.329,0
